relative_path,size_bytes,sha256
00_overview/CLAIMS_AND_CAVEATS.md,1690,1888c48bb44d641948120646ed74234f28a0fb843c1f1e010343d662637cac5e
00_overview/DATA_PROVENANCE.md,1586,540dd6c3a035cbf4cf99f2e5cda8370fc1befea76e43762d5688ec91a3e9452e
00_overview/FIGURE_GALLERY.html,9092,cb7449059a1e8a33d23f7a5129eafa0a1db824203c649f1195f615063172f95b
00_overview/FIGURE_INDEX.csv,6041,439973a67b1ca44119a514b43863636f5b032dcbf47d29718222c00260063147
00_overview/FIGURE_REVIEW.md,1162,1177127ec0cd1b5dc73c20492a77d3a599a48f12c9af25cf74d1f2d116d9477d
00_overview/phase_status.csv,875,21f2f970d048d2a2bdd6100d51e7c4c64c9e5233e191e9db0f169b51364b0c3a
00_overview/project_documentation/PHASE5_RESULTS_SUMMARY.md,7053,bf9c7561140064c7f2f495f4d8dcaf70594cd24ea962b5d1bf6cf7d6c66865c9
00_overview/project_documentation/REPOSITORY_CONSISTENCY_AUDIT.md,6625,8e3a3587c46f206ca300d34f6c46cd51bf3a0eb32179f7cb98ebd6a2dfa071ab
00_overview/project_documentation/THESIS_CGMD_PARAMETER_CONTRACT.md,7252,d21f7fed3a2a5ff7e3e9fc9be04ad713579dd1e8909e232befdbc6cd184a0bd8
00_overview/project_documentation/THESIS_FEATURE_RUNTIME_SHAPES.md,9686,4b1ed1b90e3a0cc60fcfb217e60d76bb2355155690836c371046aa5ff6835c22
00_overview/project_documentation/THESIS_HANDOFF_FOR_NEXT_MODEL.md,30591,cd30359dd6fcb62503b4913420c63cb5bbcbcc948595cd43eb6f18343ea11651
00_overview/project_documentation/THESIS_METHODOLOGY_TECHNICAL_SUMMARY.md,49342,a2aeb90a3a576e88b8133dbce1ec897f8dd3d93d5940ffda0be4b0fd89225317
00_overview/project_documentation/THESIS_PREDICTIVE_MODEL_ARCHITECTURE.md,4374,f480d66ee6ed20e01fb47b2de7c542383e4e18516b9be225bb286380469fd3db
00_overview/TABLE_INDEX.csv,4998,2475db134db973e47319a2dc36a0617b76b35b23e6a50b6a47728c447d6174be
01_phase1_reproduction/figures/phase1_performance_presentation.svg,5474,8944145849c473a8c512d7b4c7a1be52c6a383ec2d2838fab0a5abe33008f90c
01_phase1_reproduction/tables/generated_similarity_summary.csv,3112,f2bbcc0b5b4dbcecc0f1c60d86fdd4e92e2f4eb6bc7c447b6dfd3d885c5fe929
01_phase1_reproduction/tables/reproduced_predictive_performance.csv,1088,f74bfe528c19b96b94739b59b26bb0c91b020971698a22b7df39ce5f10b53f21
01_phase1_reproduction/tables/threshold_summary.csv,2789,7501f83e464e5ef55100f616467b33f38530bd77cba3c7f6168843d7d964db81
02_phase2_replay/figures/ablation_holdout_mean_AULC_F1_initial_10.svg,3970,f6f15a240f77e4691426adc6c682882883e53a0c8a8cf7b70ca612457e9bf9db
02_phase2_replay/figures/ablation_holdout_mean_AULC_F1_initial_40.svg,3983,f2bc82f05d1f8ca24fa3ab0ea7ee61f235387fae876c79140df25bac3dc0a406
02_phase2_replay/figures/ablation_holdout_mean_final_F1_initial_10.svg,3967,79b1e73932c7e236ec308ab02f00e662d642ff885e91bf8c41dd259c2e9886f9
02_phase2_replay/figures/ablation_holdout_mean_final_F1_initial_40.svg,3977,6da2ad41378e81321fb09e021413534257a64cee17a4df03993169d945d8c612
02_phase2_replay/figures/ablation_mean_final_Brier_by_setup.svg,2443,1eedb3e34c7f98ee2633f63081d8325ec8ea7caa93c36a143d7827c970110961
02_phase2_replay/figures/ablation_mean_final_ECE_10_by_setup.svg,2444,885d105d940709242390b6a7fd478ef09bb7985fef5f2d0dc5ba8a0c334cb1c1
02_phase2_replay/figures/benchmark_holdout_f1_initial_10_vs_labeled_peptides.svg,7556,1c1fac4fa4b93c4c7c6d40d85087752428fab8a6eb8dd5bc1c8e935dd263be19
02_phase2_replay/figures/benchmark_holdout_f1_initial_40_vs_labeled_peptides.svg,7557,91ad8185c5ef083f25df1b52d102f8bf1204dee1b15ba154a3869dedf68bdff4
02_phase2_replay/figures/benchmark_holdout_labels_to_f1_086_combined_initial_10_40.svg,8075,7fd722bcec45e00b8ba2d8e997234436b84b5eed68d5fca114bed53cf21cbf2c
02_phase2_replay/figures/benchmark_holdout_mean_AULC_F1_initial_10.svg,8299,3973e755f463a28ebf1044fa29ca914c06762c8efa4271030bf435b5e8e37062
02_phase2_replay/figures/benchmark_holdout_mean_AULC_F1_initial_40.svg,8299,d1a0493db5dba3e4de7e7aae977d991ef08b0673e3ba8bdd72b2dda3be8656f3
02_phase2_replay/figures/benchmark_holdout_mean_final_F1_initial_10.svg,8301,90b3f00ad718dd530abb902c6a88ba9e15a3c764b3515a251b9948a494fb2ed7
